ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2016 and 1709+ NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2016 and 1709+ NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.CheckingFileSystemOccuredOnStartup.Collection,Rule,Collection Rule for Checking the File System Occurred on Startup,This rule collects the events indicates that the system ran a chkdsk on startup,Enabled,bool,FALSE,,,,,,,,,Event collection rule (1001 Wininit:Application). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec,UnitMonitor,TCPv6 Segments Received Per Second,Monitors the TCPv6\Segments Received/sec performance counter.,Enabled,bool,FALSE,,,,,,,,,Pretty noisy monitor. Will almost certainly need tuning to environmental requirements. Should probably stay off unless you have a specific scenario in mind.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec,UnitMonitor,TCPv6 Segments Received Per Second,Monitors the TCPv6\Segments Received/sec performance counter.,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec,UnitMonitor,TCPv6 Segments Received Per Second,Monitors the TCPv6\Segments Received/sec performance counter.,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsReceivedPerSec,UnitMonitor,TCPv6 Segments Received Per Second,Monitors the TCPv6\Segments Received/sec performance counter.,Threshold,double,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,NumSamples,int,3,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,IntervalSeconds,int,900,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,CPUPercentageThreshold,int,95,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalCPUUtilization,UnitMonitor,Total CPU Utilization Percentage,Monitors the total CPU utilization of this server by correlating the Processor Information\% Processor Time\_Total and the System\Processor Queue Length performance counters.,CPUQueueLengthThreshold,int,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvailabilityHealth,UnitMonitor,File system error or corruption,Monitors whether the file system has reported an error with the file system or corruption on the logical disk.,Enabled,bool,TRUE,,,,,,,,,Variety of causes. Might require a chkdsk /f.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvailabilityHealth,UnitMonitor,File system error or corruption,Monitors whether the file system has reported an error with the file system or corruption on the logical disk.,IntervalSeconds,int,3600,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvailabilityHealth,UnitMonitor,File system error or corruption,Monitors whether the file system has reported an error with the file system or corruption on the logical disk.,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Enabled,bool,FALSE,,,,,,,,,"Lots of disk activity can cause this to go critical. Might be useful situationally, say on a Fileserver or something like that."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Frequency,int,900,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,NumSamples,int,24,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Threshold,double,20,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Enabled,bool,FALSE,,,,,,,,,% time given to high priority hardware requests. Can indicate a hardware or driver problem. Useful on a bare metal server or hypervisor? Doesn't generate an Alert
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Threshold,int,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Frequency,int,120,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,NumSamples,int,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",Enabled,bool,FALSE,,,,,,,,,"Only really useful on local HDDs, even then some disks will always have naturally high fragmentation (SQL, Exchange, etc.). Shouldn't be enabled unless you have a need for it."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",SchedulerStart,string,03:00,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",FilePercentFragmentationThreshold,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",SchedulerDaysOfWeekMask,int,64,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",UseOSRecommendation,bool,TRUE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.DHCPClientServiceHealth,UnitMonitor,DHCP Client Service Health,Monitors the health of the Windows service for the DHCP Client,Enabled,bool,TRUE,,,,,,,,,"Oddly, fairly critical to the whole windows networking stack. Might wind up on a public firewall profile without it which can bork remote management."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.DHCPClientServiceHealth,UnitMonitor,DHCP Client Service Health,Monitors the health of the Windows service for the DHCP Client,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,Enabled,bool,FALSE,,,,,,,,,If machine only has one network adapter the alert won't be able to arrive before connectivity has be re-established. If multiple network adapter this might help you identify problems. Probably not worth enabling unless you know you have multiple network adapters in play.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorMediaDisconnection,bool,FALSE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorDisconnection,bool,TRUE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorHardwareMalfunction,bool,FALSE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,Enabled,bool,FALSE,,,,,,,,,Generally better to use the combined monitor instead.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NumSamples,int,4,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,IntervalSeconds,int,900,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,SystemDriveErrorThreshold,double,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NonSystemDriveWarningThreshold,double,2000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NonSystemDriveErrorThreshold,double,1000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.MBFreeSpace,UnitMonitor,Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,SystemDriveWarningThreshold,double,500,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServerServiceHealth,UnitMonitor,Server Service Health,Monitors the health of the Windows service for the Server,Enabled,bool,TRUE,,,,,,,,,"Essentially sharing services. Admin shares, file and printer sharing in general, etc. Definitely annoying. Remote management fails in a lot of cases. Modern systems that rely on PowerShell to manage the server (Honolulu, Ansible, Desired State Configuration, Copying a file through a PSSession all rely on WSMan so were completely unaffected by this going down). I probably wouldn't notice unless it was a fileserver or a DC or something. People using traditional tools probably would."
